Year	Date	DayPart	ExactTime	Order	EventID	Track	Origin	Title	Event	Characters	Teams	Groups	Scope	Location	Arc	Continuity	DateCertainty	Reference	SupportingSources	Review
0	02.07	morning		500	V10-000042-E	NARUTO	M	Команда Досу відступає	Команда Досу залишає свій сувій і відступає після пробудження Саске.	Sasuke Uchiha;Dosu;Zaku			character		Chunin Exams	main	inherited_v9	Chunin Exams	A [еп. 31–36] — Сакура захищає непритомних товаришів; Лі та Команда 10 вступають у бій; Саске пробуджується з Проклятою Печаткою.	supporting-source-migrated
0	02.07	unknown		600	V10-000042-F	NARUTO	M	Анко доповідає про Орочімару	Анко доповідає Хірузену про проникнення Орочімару на іспит. Хірузен вирішує не зупиняти випробування.	Anko Mitarashi;Hiruzen Sarutobi;Orochimaru			global;character		Chunin Exams	main	inherited_v9	Chunin Exams	A [еп. 31–36] — Сакура захищає непритомних товаришів; Лі та Команда 10 вступають у бій; Саске пробуджується з Проклятою Печаткою.	supporting-source-migrated
0	05.07	unknown		100	V10-000043	NARUTO	M	Team 7 resumes its search for the missing scroll after three days of recovery.	M [arc 02] — Team 7 resumes its search for the missing scroll after three days of recovery.	Naruto Uzumaki;Sasuke Uchiha;Sakura Haruno;Kakashi Hatake	Team 7		character;team			main	inherited_v9	arc 02		daypart
0	05.07	unknown		200	V10-000044	NARUTO	M	відділений від товаришів Саске зустрічає Карін і рятує її від велетенського…	M [пізніший флешбек, гл. 482] — відділений від товаришів Саске зустрічає Карін і рятує її від велетенського ведмедя; сцени немає в гл. 1–238, але за правилом реальної дати вона належить саме сюди.	Sasuke Uchiha			character			main	inherited_v9	пізніший флешбек, гл. 482	A [еп. 37] — Команда 7 здобуває потрібний сувій і наближається до вежі. || A [Shippūden еп. 117; ретроспектива] — аніме показує спогад Карін про цю зустріч і порятунок Саске під час другого етапу іспиту.	supporting-source-migrated;daypart
0	06.07	unknown		100	V10-000045	NARUTO	M	Кабуто приєднується до Команди 7	Кабуто приєднується до Команди 7 й веде її в напрямку вежі.	Kabuto Yakushi;Naruto Uzumaki;Sasuke Uchiha;Sakura Haruno;Kakashi Hatake	Team 7		character;team			main	inherited_v9	arc 02, Chunin Exams		daypart
0	06.07	unknown		200	V10-000045-B	NARUTO	M	Бій із Командою Оборо	Команда Оборо ловить групу в гендзюцу й атакує клонами; Наруто виснажує справжніх нападників безперервним використанням тіньових клонів.	Naruto Uzumaki;Sasuke Uchiha;Sakura Haruno;Kakashi Hatake	Team 7		character;team			main	inherited_v9	arc 02, Chunin Exams		daypart
0	06.07	unknown		300	V10-000045-C	NARUTO	M	Команда 7 проходить Ліс Смерті	Команда 7 здобуває потрібний сувій і встигає дістатися центральної вежі до завершення етапу.	Naruto Uzumaki;Sasuke Uchiha;Sakura Haruno;Kakashi Hatake	Team 7		character;team			main	inherited_v9	arc 02, Chunin Exams		daypart
0	06.07	unknown		400	V10-000045-D	NARUTO	M	Кабуто повертається до Звуку	Після допомоги Команді 7 Кабуто таємно повертається до своїх союзників зі Звуку.	Kabuto Yakushi			character			main	inherited_v9	arc 02, Chunin Exams		daypart
0	06.07	unknown		500	V10-000045-E	NARUTO	M	Оголошено попередні бої	До вежі доходять сім команд, тому організатори призначають негайний раунд попередніх поєдинків.				global			main	inherited_v9	arc 02, Chunin Exams		daypart
0	06.07	unknown		600	V10-000046	NARUTO	M	Саске перемагає Йорої	У першому попередньому поєдинку Саске перемагає Йорої Акадо, стримуючи Прокляту Печатку.	Sasuke Uchiha			character			main	inherited_v9			daypart
0	06.07	unknown		700	V10-000046-B	NARUTO	M	Какаші запечатує Прокляту Печатку Саске	Після бою Какаші накладає на Прокляту Печатку Саске стримувальну печать і стикається з Орочімару.	Sasuke Uchiha;Kakashi Hatake;Orochimaru			character			main	inherited_v9			daypart
0	06.07	unknown		800	V10-000046-C	NARUTO	M	Шіно перемагає Заку	Шіно Абураме перемагає Заку Абумі в попередньому поєдинку.	Shino Aburame;Zaku			character			main	inherited_v9			daypart
0	06.07	unknown		900	V10-000046-D	NARUTO	M	Канкуро перемагає Місумі	Канкуро перемагає Місумі Цуругі в попередньому поєдинку.	Kankuro			character			main	inherited_v9			daypart
0	06.07	unknown		1000	V10-000046-E	NARUTO	M	Сакура й Іно вибувають разом	Сакура та Іно завершують свій поєдинок взаємним нокаутом; обидві вибувають.	Sakura Haruno;Ino Yamanaka			character			main	inherited_v9			daypart
0	06.07	unknown		1100	V10-000046-F	NARUTO	M	Темарі перемагає Тентен	Темарі перемагає Тентен у попередньому поєдинку.	Temari;Tenten			character			main	inherited_v9			daypart
